id,AREA,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE
1721,Alabama,0.3,0.7,0.4,22,Mortality,4785822,All Races,Male and Female,Hodgkin Lymphoma,2010,0.3,0.7,0.5
1722,Alabama,1.8,2.6,2.2,106,Incidence,4801695,All Races,Male and Female,Hodgkin Lymphoma,2011,1.8,2.7,2.2
1723,Alabama,0.2,0.6,0.4,20,Mortality,4801695,All Races,Male and Female,Hodgkin Lymphoma,2011,0.3,0.6,0.4
1724,Alabama,1.5,2.3,1.9,95,Incidence,4817484,All Races,Male and Female,Hodgkin Lymphoma,2012,1.6,2.4,2.0
1725,Alabama,0.3,0.7,0.4,23,Mortality,4817484,All Races,Male and Female,Hodgkin Lymphoma,2012,0.3,0.7,0.5
1726,Alabama,1.9,2.8,2.3,113,Incidence,4833996,All Races,Male and Female,Hodgkin Lymphoma,2013,1.9,2.8,2.3
1727,Alabama,~,~,~,~,Mortality,4833996,All Races,Male and Female,Hodgkin Lymphoma,2013,~,~,~
1728,Alabama,~,~,~,~,Incidence,4430141,All Races,Male and Female,Kaposi Sarcoma,1999,~,~,~
1729,Alabama,~,~,~,~,Incidence,4452173,All Races,Male and Female,Kaposi Sarcoma,2000,~,~,~
1730,Alabama,~,~,~,~,Incidence,4467634,All Races,Male and Female,Kaposi Sarcoma,2001,~,~,~
1731,Alabama,~,~,~,~,Incidence,4480089,All Races,Male and Female,Kaposi Sarcoma,2002,~,~,~
1732,Alabama,~,~,~,~,Incidence,4503491,All Races,Male and Female,Kaposi Sarcoma,2003,~,~,~
1733,Alabama,~,~,~,~,Incidence,4530729,All Races,Male and Female,Kaposi Sarcoma,2004,~,~,~
1734,Alabama,~,~,~,~,Incidence,4565917,All Races,Male and Female,Kaposi Sarcoma,2005,~,~,~
1735,Alabama,~,~,~,~,Incidence,4628981,All Races,Male and Female,Kaposi Sarcoma,2006,~,~,~
1736,Alabama,0.3,0.7,0.5,.,Incidence,4672840,All Races,Male and Female,Kaposi Sarcoma,2007,0.3,0.7,0.5
1737,Alabama,~,~,~,~,Incidence,4718206,All Races,Male and Female,Kaposi Sarcoma,2008,~,~,~
1738,Alabama,~,~,~,~,Incidence,4757938,All Races,Male and Female,Kaposi Sarcoma,2009,~,~,~
1739,Alabama,0.1,0.3,0.2,.,Incidence,23996935,All Races,Male and Female,Kaposi Sarcoma,2009-2013,0.1,0.3,0.2
1740,Alabama,~,~,~,~,Incidence,4785822,All Races,Male and Female,Kaposi Sarcoma,2010,~,~,~
1741,Alabama,~,~,~,~,Incidence,4801695,All Races,Male and Female,Kaposi Sarcoma,2011,~,~,~
1742,Alabama,~,~,~,~,Incidence,4817484,All Races,Male and Female,Kaposi Sarcoma,2012,~,~,~
1743,Alabama,~,~,~,~,Incidence,4833996,All Races,Male and Female,Kaposi Sarcoma,2013,~,~,~
1744,Alabama,9.0,10.9,9.9,451,Incidence,4430141,All Races,Male and Female,Kidney and Renal Pelvis,1999,9.3,11.2,10.2
1745,Alabama,2.9,4.0,3.4,157,Mortality,4430141,All Races,Male and Female,Kidney and Renal Pelvis,1999,3.0,4.1,3.5
1746,Alabama,10.1,12.0,11.0,507,Incidence,4452173,All Races,Male and Female,Kidney and Renal Pelvis,2000,10.4,12.4,11.4
1747,Alabama,3.0,4.1,3.5,160,Mortality,4452173,All Races,Male and Female,Kidney and Renal Pelvis,2000,3.1,4.2,3.6
1748,Alabama,11.0,13.0,12.0,556,Incidence,4467634,All Races,Male and Female,Kidney and Renal Pelvis,2001,11.4,13.5,12.4
1749,Alabama,3.2,4.4,3.8,173,Mortality,4467634,All Races,Male and Female,Kidney and Renal Pelvis,2001,3.3,4.5,3.9
1750,Alabama,12.0,14.1,13.0,616,Incidence,4480089,All Races,Male and Female,Kidney and Renal Pelvis,2002,12.7,14.9,13.7
1751,Alabama,3.3,4.4,3.8,179,Mortality,4480089,All Races,Male and Female,Kidney and Renal Pelvis,2002,3.4,4.6,4.0
1752,Alabama,12.7,14.8,13.7,651,Incidence,4503491,All Races,Male and Female,Kidney and Renal Pelvis,2003,13.4,15.6,14.5
1753,Alabama,3.6,4.7,4.1,195,Mortality,4503491,All Races,Male and Female,Kidney and Renal Pelvis,2003,3.7,5.0,4.3
1754,Alabama,13.8,16.0,14.8,720,Incidence,4530729,All Races,Male and Female,Kidney and Renal Pelvis,2004,14.8,17.1,15.9
1755,Alabama,3.4,4.5,3.9,186,Mortality,4530729,All Races,Male and Female,Kidney and Renal Pelvis,2004,3.5,4.7,4.1
1756,Alabama,14.2,16.4,15.2,751,Incidence,4565917,All Races,Male and Female,Kidney and Renal Pelvis,2005,15.3,17.7,16.4
1757,Alabama,3.5,4.6,4.0,196,Mortality,4565917,All Races,Male and Female,Kidney and Renal Pelvis,2005,3.7,4.9,4.3
1758,Alabama,13.4,15.6,14.5,732,Incidence,4628981,All Races,Male and Female,Kidney and Renal Pelvis,2006,14.7,17.0,15.8
1759,Alabama,3.7,4.9,4.3,212,Mortality,4628981,All Races,Male and Female,Kidney and Renal Pelvis,2006,4.0,5.2,4.6
1760,Alabama,13.9,16.1,15.0,771,Incidence,4672840,All Races,Male and Female,Kidney and Renal Pelvis,2007,15.4,17.7,16.5
1761,Alabama,3.2,4.3,3.8,189,Mortality,4672840,All Races,Male and Female,Kidney and Renal Pelvis,2007,3.5,4.7,4.0
1762,Alabama,14.9,17.2,16.0,840,Incidence,4718206,All Races,Male and Female,Kidney and Renal Pelvis,2008,16.6,19.0,17.8
1763,Alabama,3.3,4.4,3.8,201,Mortality,4718206,All Races,Male and Female,Kidney and Renal Pelvis,2008,3.7,4.9,4.3
1764,Alabama,15.9,18.2,17.0,909,Incidence,4757938,All Races,Male and Female,Kidney and Renal Pelvis,2009,17.9,20.4,19.1
1765,Alabama,3.5,4.6,4.0,209,Mortality,4757938,All Races,Male and Female,Kidney and Renal Pelvis,2009,3.8,5.0,4.4
1766,Alabama,16.3,17.3,16.8,4619,Incidence,23996935,All Races,Male and Female,Kidney and Renal Pelvis,2009-2013,18.7,19.8,19.2
1767,Alabama,3.8,4.3,4.0,1105,Mortality,23996935,All Races,Male and Female,Kidney and Renal Pelvis,2009-2013,4.3,4.9,4.6
1768,Alabama,15.3,17.5,16.3,885,Incidence,4785822,All Races,Male and Female,Kidney and Renal Pelvis,2010,17.3,19.8,18.5
1769,Alabama,3.2,4.3,3.7,201,Mortality,4785822,All Races,Male and Female,Kidney and Renal Pelvis,2010,3.6,4.8,4.2
1770,Alabama,14.7,16.8,15.7,864,Incidence,4801695,All Races,Male and Female,Kidney and Renal Pelvis,2011,16.8,19.2,18.0
1771,Alabama,3.5,4.6,4.0,221,Mortality,4801695,All Races,Male and Female,Kidney and Renal Pelvis,2011,4.0,5.3,4.6
1772,Alabama,16.7,19.0,17.8,991,Incidence,4817484,All Races,Male and Female,Kidney and Renal Pelvis,2012,19.3,21.9,20.6
1773,Alabama,3.7,4.8,4.2,233,Mortality,4817484,All Races,Male and Female,Kidney and Renal Pelvis,2012,4.2,5.5,4.8
1774,Alabama,15.9,18.2,17.0,970,Incidence,4833996,All Races,Male and Female,Kidney and Renal Pelvis,2013,18.8,21.4,20.1
1775,Alabama,3.7,4.8,4.2,241,Mortality,4833996,All Races,Male and Female,Kidney and Renal Pelvis,2013,4.4,5.7,5.0
1776,Alabama,4.2,5.5,4.9,223,Incidence,4430141,All Races,Male and Female,Larynx,1999,4.4,5.7,5.0
1777,Alabama,0.8,1.5,1.1,51,Mortality,4430141,All Races,Male and Female,Larynx,1999,0.9,1.5,1.2
1778,Alabama,4.6,6.0,5.2,243,Incidence,4452173,All Races,Male and Female,Larynx,2000,4.8,6.2,5.5
1779,Alabama,1.5,2.4,1.9,89,Mortality,4452173,All Races,Male and Female,Larynx,2000,1.6,2.5,2.0
1780,Alabama,4.5,5.8,5.1,242,Incidence,4467634,All Races,Male and Female,Larynx,2001,4.8,6.1,5.4
1781,Alabama,1.2,1.9,1.5,72,Mortality,4467634,All Races,Male and Female,Larynx,2001,1.3,2.0,1.6
1782,Alabama,4.4,5.7,5.0,239,Incidence,4480089,All Races,Male and Female,Larynx,2002,4.7,6.1,5.3
1783,Alabama,1.1,1.8,1.4,66,Mortality,4480089,All Races,Male and Female,Larynx,2002,1.1,1.9,1.5
1784,Alabama,4.1,5.4,4.7,229,Incidence,4503491,All Races,Male and Female,Larynx,2003,4.4,5.8,5.1
1785,Alabama,1.0,1.7,1.4,65,Mortality,4503491,All Races,Male and Female,Larynx,2003,1.1,1.8,1.4
1786,Alabama,5.0,6.3,5.6,278,Incidence,4530729,All Races,Male and Female,Larynx,2004,5.4,6.9,6.1
1787,Alabama,1.0,1.6,1.3,62,Mortality,4530729,All Races,Male and Female,Larynx,2004,1.0,1.8,1.4
1788,Alabama,4.6,5.9,5.2,265,Incidence,4565917,All Races,Male and Female,Larynx,2005,5.1,6.5,5.8
1789,Alabama,1.2,2.0,1.6,81,Mortality,4565917,All Races,Male and Female,Larynx,2005,1.4,2.2,1.8
1790,Alabama,4.7,6.0,5.3,276,Incidence,4628981,All Races,Male and Female,Larynx,2006,5.3,6.7,6.0
1791,Alabama,1.3,2.0,1.6,83,Mortality,4628981,All Races,Male and Female,Larynx,2006,1.4,2.2,1.8
1792,Alabama,4.7,6.0,5.3,278,Incidence,4672840,All Races,Male and Female,Larynx,2007,5.3,6.7,5.9
1793,Alabama,0.9,1.6,1.2,65,Mortality,4672840,All Races,Male and Female,Larynx,2007,1.1,1.8,1.4
1794,Alabama,5.0,6.3,5.7,302,Incidence,4718206,All Races,Male and Female,Larynx,2008,5.7,7.2,6.4
1795,Alabama,1.1,1.8,1.4,76,Mortality,4718206,All Races,Male and Female,Larynx,2008,1.3,2.0,1.6
1796,Alabama,4.2,5.4,4.8,266,Incidence,4757938,All Races,Male and Female,Larynx,2009,4.9,6.3,5.6
1797,Alabama,1.1,1.8,1.4,78,Mortality,4757938,All Races,Male and Female,Larynx,2009,1.3,2.0,1.6
1798,Alabama,4.4,5.0,4.7,1351,Incidence,23996935,All Races,Male and Female,Larynx,2009-2013,5.3,5.9,5.6
1799,Alabama,1.2,1.5,1.3,377,Mortality,23996935,All Races,Male and Female,Larynx,2009-2013,1.4,1.7,1.6
1800,Alabama,4.3,5.5,4.9,276,Incidence,4785822,All Races,Male and Female,Larynx,2010,5.1,6.5,5.8
1801,Alabama,0.9,1.6,1.2,66,Mortality,4785822,All Races,Male and Female,Larynx,2010,1.1,1.8,1.4
1802,Alabama,4.8,6.1,5.4,306,Incidence,4801695,All Races,Male and Female,Larynx,2011,5.7,7.1,6.4
1803,Alabama,1.3,2.0,1.6,94,Mortality,4801695,All Races,Male and Female,Larynx,2011,1.6,2.4,2.0
1804,Alabama,3.8,4.9,4.3,255,Incidence,4817484,All Races,Male and Female,Larynx,2012,4.7,6.0,5.3
1805,Alabama,1.0,1.6,1.3,76,Mortality,4817484,All Races,Male and Female,Larynx,2012,1.2,2.0,1.6
1806,Alabama,3.6,4.7,4.1,248,Incidence,4833996,All Races,Male and Female,Larynx,2013,4.5,5.8,5.1
1807,Alabama,0.8,1.3,1.0,63,Mortality,4833996,All Races,Male and Female,Larynx,2013,1.0,1.7,1.3
1808,Alabama,8.4,10.3,9.3,418,Incidence,4430141,All Races,Male and Female,Leukemias,1999,8.6,10.4,9.4
1809,Alabama,6.9,8.6,7.7,345,Mortality,4430141,All Races,Male and Female,Leukemias,1999,7.0,8.7,7.8
1810,Alabama,8.8,10.7,9.7,441,Incidence,4452173,All Races,Male and Female,Leukemias,2000,9.0,10.9,9.9
1811,Alabama,6.2,7.8,7.0,316,Mortality,4452173,All Races,Male and Female,Leukemias,2000,6.3,7.9,7.1
1812,Alabama,10.2,12.2,11.2,509,Incidence,4467634,All Races,Male and Female,Leukemias,2001,10.4,12.4,11.4
1813,Alabama,7.3,8.9,8.1,367,Mortality,4467634,All Races,Male and Female,Leukemias,2001,7.4,9.1,8.2
1814,Alabama,10.3,12.3,11.2,519,Incidence,4480089,All Races,Male and Female,Leukemias,2002,10.6,12.6,11.6
1815,Alabama,6.9,8.5,7.7,352,Mortality,4480089,All Races,Male and Female,Leukemias,2002,7.1,8.7,7.9
1816,Alabama,9.5,11.4,10.4,486,Incidence,4503491,All Races,Male and Female,Leukemias,2003,9.9,11.8,10.8
1817,Alabama,6.5,8.0,7.2,334,Mortality,4503491,All Races,Male and Female,Leukemias,2003,6.6,8.3,7.4
1818,Alabama,10.3,12.2,11.2,536,Incidence,4530729,All Races,Male and Female,Leukemias,2004,10.8,12.9,11.8
1819,Alabama,7.0,8.7,7.8,365,Mortality,4530729,All Races,Male and Female,Leukemias,2004,7.3,8.9,8.1
1820,Alabama,10.4,12.4,11.4,542,Incidence,4565917,All Races,Male and Female,Leukemias,2005,10.9,12.9,11.9
1821,Alabama,7.1,8.7,7.9,376,Mortality,4565917,All Races,Male and Female,Leukemias,2005,7.4,9.1,8.2
1822,Alabama,9.2,11.0,10.1,493,Incidence,4628981,All Races,Male and Female,Leukemias,2006,9.7,11.6,10.7
1823,Alabama,6.3,7.8,7.0,338,Mortality,4628981,All Races,Male and Female,Leukemias,2006,6.5,8.1,7.3
1824,Alabama,11.6,13.6,12.6,619,Incidence,4672840,All Races,Male and Female,Leukemias,2007,12.2,14.3,13.2
1825,Alabama,6.8,8.3,7.5,367,Mortality,4672840,All Races,Male and Female,Leukemias,2007,7.1,8.7,7.9
1826,Alabama,11.7,13.7,12.6,638,Incidence,4718206,All Races,Male and Female,Leukemias,2008,12.5,14.6,13.5
1827,Alabama,7.0,8.5,7.7,389,Mortality,4718206,All Races,Male and Female,Leukemias,2008,7.4,9.1,8.2
1828,Alabama,12.0,14.0,12.9,655,Incidence,4757938,All Races,Male and Female,Leukemias,2009,12.7,14.9,13.8
1829,Alabama,7.0,8.6,7.7,393,Mortality,4757938,All Races,Male and Female,Leukemias,2009,7.5,9.1,8.3
1830,Alabama,11.7,12.5,12.1,3181,Incidence,23996935,All Races,Male and Female,Leukemias,2009-2013,12.8,13.7,13.3
1831,Alabama,7.2,7.8,7.5,1977,Mortality,23996935,All Races,Male and Female,Leukemias,2009-2013,7.9,8.6,8.2
1832,Alabama,10.5,12.4,11.4,600,Incidence,4785822,All Races,Male and Female,Leukemias,2010,11.6,13.6,12.5
1833,Alabama,6.3,7.8,7.0,363,Mortality,4785822,All Races,Male and Female,Leukemias,2010,6.8,8.4,7.6
1834,Alabama,11.4,13.3,12.3,651,Incidence,4801695,All Races,Male and Female,Leukemias,2011,12.5,14.6,13.6
1835,Alabama,6.9,8.5,7.7,405,Mortality,4801695,All Races,Male and Female,Leukemias,2011,7.6,9.3,8.4
1836,Alabama,11.2,13.1,12.1,642,Incidence,4817484,All Races,Male and Female,Leukemias,2012,12.3,14.4,13.3
1837,Alabama,7.4,9.0,8.2,440,Mortality,4817484,All Races,Male and Female,Leukemias,2012,8.3,10.0,9.1
1838,Alabama,10.8,12.7,11.7,633,Incidence,4833996,All Races,Male and Female,Leukemias,2013,12.1,14.2,13.1
1839,Alabama,6.2,7.6,6.9,376,Mortality,4833996,All Races,Male and Female,Leukemias,2013,7.0,8.6,7.8
1840,Alabama,3.9,5.2,4.5,202,Incidence,4430141,All Races,Male and Female,Liver and Intrahepatic Bile Duct,1999,4.0,5.2,4.6
1841,Alabama,4.5,5.9,5.2,232,Mortality,4430141,All Races,Male and Female,Liver and Intrahepatic Bile Duct,1999,4.6,6.0,5.2
1842,Alabama,3.9,5.1,4.5,205,Incidence,4452173,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2000,4.0,5.3,4.6
1843,Alabama,4.2,5.5,4.8,219,Mortality,4452173,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2000,4.3,5.6,4.9
1844,Alabama,3.5,4.7,4.0,187,Incidence,4467634,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2001,3.6,4.8,4.2
1845,Alabama,4.2,5.5,4.8,224,Mortality,4467634,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2001,4.4,5.7,5.0
1846,Alabama,4.4,5.7,5.0,233,Incidence,4480089,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2002,4.6,5.9,5.2
1847,Alabama,5.2,6.6,5.9,276,Mortality,4480089,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2002,5.5,6.9,6.2
1848,Alabama,3.8,5.0,4.3,206,Incidence,4503491,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2003,4.0,5.2,4.6
1849,Alabama,4.5,5.8,5.1,240,Mortality,4503491,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2003,4.7,6.0,5.3
1850,Alabama,4.3,5.5,4.9,238,Incidence,4530729,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2004,4.6,6.0,5.3
1851,Alabama,4.9,6.3,5.6,268,Mortality,4530729,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2004,5.2,6.7,5.9
1852,Alabama,4.3,5.5,4.9,240,Incidence,4565917,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2005,4.6,6.0,5.3
1853,Alabama,4.0,5.2,4.6,228,Mortality,4565917,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2005,4.4,5.7,5.0
1854,Alabama,3.9,5.1,4.5,233,Incidence,4628981,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2006,4.4,5.7,5.0
1855,Alabama,4.4,5.6,5.0,250,Mortality,4628981,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2006,4.8,6.1,5.4
1856,Alabama,4.8,6.1,5.4,283,Incidence,4672840,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2007,5.4,6.8,6.1
1857,Alabama,5.3,6.7,6.0,305,Mortality,4672840,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2007,5.8,7.3,6.5
1858,Alabama,5.5,6.9,6.2,328,Incidence,4718206,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2008,6.2,7.7,7.0
1859,Alabama,5.3,6.6,5.9,311,Mortality,4718206,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2008,5.9,7.4,6.6
1860,Alabama,5.4,6.7,6.0,329,Incidence,4757938,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2009,6.2,7.7,6.9
1861,Alabama,5.4,6.7,6.0,320,Mortality,4757938,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2009,6.0,7.5,6.7
1862,Alabama,6.4,7.0,6.7,1914,Incidence,23996935,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2009-2013,7.6,8.3,8.0
1863,Alabama,6.0,6.6,6.3,1779,Mortality,23996935,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2009-2013,7.1,7.8,7.4
1864,Alabama,5.6,7.0,6.3,353,Incidence,4785822,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2010,6.6,8.2,7.4
1865,Alabama,5.2,6.5,5.8,325,Mortality,4785822,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2010,6.1,7.6,6.8
1866,Alabama,6.3,7.7,7.0,394,Incidence,4801695,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2011,7.4,9.1,8.2
1867,Alabama,5.2,6.6,5.9,325,Mortality,4801695,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2011,6.1,7.5,6.8
1868,Alabama,6.1,7.5,6.8,396,Incidence,4817484,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2012,7.4,9.1,8.2
1869,Alabama,6.3,7.7,7.0,403,Mortality,4817484,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2012,7.6,9.2,8.4
1870,Alabama,6.6,8.0,7.3,442,Incidence,4833996,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2013,8.3,10.0,9.1
1871,Alabama,6.2,7.6,6.9,406,Mortality,4833996,All Races,Male and Female,Liver and Intrahepatic Bile Duct,2013,7.6,9.3,8.4
1872,Alabama,70.4,75.4,72.8,3339,Incidence,4430141,All Races,Male and Female,Lung and Bronchus,1999,72.8,78.0,75.4
1873,Alabama,60.2,64.8,62.5,2852,Mortality,4430141,All Races,Male and Female,Lung and Bronchus,1999,62.0,66.8,64.4
1874,Alabama,71.9,76.9,74.4,3441,Incidence,4452173,All Races,Male and Female,Lung and Bronchus,2000,74.7,79.9,77.3
1875,Alabama,61.9,66.6,64.2,2964,Mortality,4452173,All Races,Male and Female,Lung and Bronchus,2000,64.2,69.0,66.6
1876,Alabama,75.4,80.5,77.9,3644,Incidence,4467634,All Races,Male and Female,Lung and Bronchus,2001,78.9,84.3,81.6
1877,Alabama,60.3,64.9,62.6,2912,Mortality,4467634,All Races,Male and Female,Lung and Bronchus,2001,62.8,67.6,65.2
1878,Alabama,74.0,79.0,76.5,3627,Incidence,4480089,All Races,Male and Female,Lung and Bronchus,2002,78.3,83.6,81.0
1879,Alabama,61.3,65.9,63.5,2989,Mortality,4480089,All Races,Male and Female,Lung and Bronchus,2002,64.3,69.2,66.7
1880,Alabama,71.7,76.6,74.1,3564,Incidence,4503491,All Races,Male and Female,Lung and Bronchus,2003,76.6,81.8,79.1
1881,Alabama,62.7,67.3,65.0,3107,Mortality,4503491,All Races,Male and Female,Lung and Bronchus,2003,66.6,71.5,69.0
1882,Alabama,75.3,80.3,77.8,3802,Incidence,4530729,All Races,Male and Female,Lung and Bronchus,2004,81.3,86.6,83.9
1883,Alabama,60.7,65.2,62.9,3051,Mortality,4530729,All Races,Male and Female,Lung and Bronchus,2004,65.0,69.8,67.3
1884,Alabama,73.6,78.5,76.0,3762,Incidence,4565917,All Races,Male and Female,Lung and Bronchus,2005,79.8,85.1,82.4
1885,Alabama,61.9,66.4,64.1,3146,Mortality,4565917,All Races,Male and Female,Lung and Bronchus,2005,66.5,71.4,68.9
1886,Alabama,72.9,77.8,75.3,3827,Incidence,4628981,All Races,Male and Female,Lung and Bronchus,2006,80.1,85.3,82.7
1887,Alabama,58.1,62.4,60.2,3021,Mortality,4628981,All Races,Male and Female,Lung and Bronchus,2006,63.0,67.6,65.3
1888,Alabama,72.5,77.2,74.8,3867,Incidence,4672840,All Races,Male and Female,Lung and Bronchus,2007,80.2,85.4,82.8
1889,Alabama,59.4,63.7,61.5,3157,Mortality,4672840,All Races,Male and Female,Lung and Bronchus,2007,65.2,70.0,67.6
1890,Alabama,75.8,80.6,78.2,4127,Incidence,4718206,All Races,Male and Female,Lung and Bronchus,2008,84.8,90.2,87.5
1891,Alabama,56.8,61.0,58.8,3079,Mortality,4718206,All Races,Male and Female,Lung and Bronchus,2008,63.0,67.6,65.3
1892,Alabama,73.0,77.7,75.4,4052,Incidence,4757938,All Races,Male and Female,Lung and Bronchus,2009,82.6,87.8,85.2
1893,Alabama,59.3,63.6,61.4,3287,Mortality,4757938,All Races,Male and Female,Lung and Bronchus,2009,66.7,71.5,69.1
1894,Alabama,70.3,72.3,71.3,19996,Incidence,23996935,All Races,Male and Female,Lung and Bronchus,2009-2013,82.2,84.5,83.3
1895,Alabama,56.4,58.2,57.3,15916,Mortality,23996935,All Races,Male and Female,Lung and Bronchus,2009-2013,65.3,67.4,66.3
1896,Alabama,70.8,75.4,73.1,4030,Incidence,4785822,All Races,Male and Female,Lung and Bronchus,2010,81.6,86.8,84.2
1897,Alabama,57.7,61.9,59.7,3236,Mortality,4785822,All Races,Male and Female,Lung and Bronchus,2010,65.3,70.0,67.6
1898,Alabama,69.5,74.0,71.8,4011,Incidence,4801695,All Races,Male and Female,Lung and Bronchus,2011,81.0,86.2,83.5
1899,Alabama,54.9,58.9,56.8,3164,Mortality,4801695,All Races,Male and Female,Lung and Bronchus,2011,63.6,68.2,65.9
1900,Alabama,67.9,72.3,70.0,4020,Incidence,4817484,All Races,Male and Female,Lung and Bronchus,2012,80.9,86.1,83.4
1901,Alabama,52.2,56.1,54.1,3065,Mortality,4817484,All Races,Male and Female,Lung and Bronchus,2012,61.4,65.9,63.6
1902,Alabama,64.6,68.9,66.7,3883,Incidence,4833996,All Races,Male and Female,Lung and Bronchus,2013,77.8,82.9,80.3
1903,Alabama,52.8,56.7,54.7,3164,Mortality,4833996,All Races,Male and Female,Lung and Bronchus,2013,63.2,67.8,65.5
1904,Alabama,12.4,14.6,13.5,604,Incidence,4430141,All Races,Male and Female,Melanomas of the Skin,1999,12.6,14.8,13.6
1905,Alabama,1.9,2.8,2.4,106,Mortality,4430141,All Races,Male and Female,Melanomas of the Skin,1999,2.0,2.9,2.4
1906,Alabama,11.7,13.8,12.8,579,Incidence,4452173,All Races,Male and Female,Melanomas of the Skin,2000,12.0,14.1,13.0
1907,Alabama,2.2,3.2,2.6,120,Mortality,4452173,All Races,Male and Female,Melanomas of the Skin,2000,2.2,3.2,2.7
1908,Alabama,12.7,14.9,13.8,631,Incidence,4467634,All Races,Male and Female,Melanomas of the Skin,2001,13.0,15.3,14.1
1909,Alabama,2.2,3.1,2.6,120,Mortality,4467634,All Races,Male and Female,Melanomas of the Skin,2001,2.2,3.2,2.7
1910,Alabama,12.4,14.6,13.5,623,Incidence,4480089,All Races,Male and Female,Melanomas of the Skin,2002,12.8,15.0,13.9
1911,Alabama,2.3,3.3,2.7,127,Mortality,4480089,All Races,Male and Female,Melanomas of the Skin,2002,2.4,3.4,2.8
1912,Alabama,12.5,14.7,13.6,632,Incidence,4503491,All Races,Male and Female,Melanomas of the Skin,2003,13.0,15.2,14.0
1913,Alabama,2.2,3.1,2.6,124,Mortality,4503491,All Races,Male and Female,Melanomas of the Skin,2003,2.3,3.3,2.8
1914,Alabama,14.3,16.6,15.4,734,Incidence,4530729,All Races,Male and Female,Melanomas of the Skin,2004,15.0,17.4,16.2
1915,Alabama,1.8,2.7,2.2,106,Mortality,4530729,All Races,Male and Female,Melanomas of the Skin,2004,1.9,2.8,2.3
